ID	Description	geneID	status	celltype	Tissue	Dataset	Dataset name for plot
GO:0033559	unsaturated fatty acid metabolic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0015908	fatty acid transport	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0006633	fatty acid biosynthetic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0046890	regulation of lipid biosynthetic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0046474	glycerophospholipid biosynthetic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0045017	glycerolipid biosynthetic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0008654	phospholipid biosynthetic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0006650	glycerophospholipid metabolic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0019216	regulation of lipid metabolic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0006644	phospholipid metabolic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0046486	glycerolipid metabolic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0006631	fatty acid metabolic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0006869	lipid transport	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0046890	regulation of lipid biosynthetic process	IGFBP7	Down	C13_T|NK_CD247	Brain	GSE164485	Fullard et al., 2021
GO:0033559	unsaturated fatty acid metabolic process	AKR1C1/ALOX15/ANXA1/GSTA1/HPGD/SCP2/AKR1C2/GSTP1/CYP2F1/PTGS1/MGST3/PTGES3/GPX4	Down	C1_Sec_Secretory diff_IFITM3	Nose	GSE164547	Ahn et al., 2021
GO:0001676	long-chain fatty acid metabolic process	ALOX15/GSTA1/SCP2/GSTP1/CYP2F1/PTGS1/MGST3/PTGES3/GPX4/ACSL4	Down	C1_Sec_Secretory diff_IFITM3	Nose	GSE164547	Ahn et al., 2021
GO:0006631	fatty acid metabolic process	ADH7/AKR1C1/ALOX15/ANXA1/FMO2/GSTA1/HPGD/SCP2/CD36/AKR1C2/GSTP1/ALDH3A2/CYP2F1/NDUFAB1/PTGS1/XBP1/MGST3/PTGES3/GPX4/ECHDC1/ACSL4	Down	C1_Sec_Secretory diff_IFITM3	Nose	GSE164547	Ahn et al., 2021
GO:0070542	response to fatty acid	FFAR2/TLR2/PTGS2/PTAFR/ACSL1/DGAT2	Up	C1_Sec_Secretory diff_IFITM3	Nose	GSE164547	Ahn et al., 2021
GO:0045444	fat cell differentiation	SOD2/FFAR2/ZFP36/CEBPB/RGS2/LRG1/PTGS2/CEBPD/FOSL2/STEAP4/SYAP1	Up	C1_Sec_Secretory diff_IFITM3	Nose	GSE164547	Ahn et al., 2021
GO:0019915	lipid storage	FFAR2/IL1B/NFKBIA/RNF213/EHD1/DGAT2	Up	C1_Sec_Secretory diff_IFITM3	Nose	GSE164547	Ahn et al., 2021
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	CD74/IL1B	Up	C10_Basal_Suprabasal_SERPINB4	Nose	GSE164547	Ahn et al., 2021
GO:0045723	positive regulation of fatty acid biosynthetic process	CD74/IL1B	Up	C10_Basal_Suprabasal_SERPINB4	Nose	GSE164547	Ahn et al., 2021
GO:1901568	fatty acid derivative metabolic process	ALOX15/HPGD/HMGCS2	Down	C10_Basal_Suprabasal_SERPINB4	Nose	GSE164547	Ahn et al., 2021
GO:0033559	unsaturated fatty acid metabolic process	HPGD/CYP1B1/CYP2A6	Down	C3_Sec_Club_BPIFA1	Nose	GSE164547	Ahn et al., 2021
GO:1901568	fatty acid derivative metabolic process	ALOX15/ELOVL5/HMGCS2/HPGD	Down	C2_Sec_Goblet_S1OOP	Nose	GSE164547	Ahn et al., 2021
GO:1901570	fatty acid derivative biosynthetic process	ALOX15/ELOVL5/HMGCS2	Down	C2_Sec_Goblet_S1OOP	Nose	GSE164547	Ahn et al., 2021
GO:0070542	response to fatty acid	CD36/HMGCS2/UCP2	Down	C2_Sec_Goblet_S1OOP	Nose	GSE164547	Ahn et al., 2021
GO:0006631	fatty acid metabolic process	ABHD2/ALOX15/CD36/ELOVL5/HPGD	Down	C2_Sec_Goblet_S1OOP	Nose	GSE164547	Ahn et al., 2021
GO:0033559	unsaturated fatty acid metabolic process	ALOX15/ELOVL5/HPGD	Down	C2_Sec_Goblet_S1OOP	Nose	GSE164547	Ahn et al., 2021
GO:1901568	fatty acid derivative metabolic process	ALOX15/HPGD/ELOVL5/HMGCS2	Down	C9_Basal_KRT5	Nose	GSE164547	Ahn et al., 2021
GO:0033559	unsaturated fatty acid metabolic process	ALOX15/GSTA1/HPGD/ELOVL5	Down	C9_Basal_KRT5	Nose	GSE164547	Ahn et al., 2021
GO:1901570	fatty acid derivative biosynthetic process	ALOX15/ELOVL5/HMGCS2	Down	C9_Basal_KRT5	Nose	GSE164547	Ahn et al., 2021
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	CD74	Up	C7_Ciliated_Multiciliated_FOXJ1	Nose	GSE164547	Ahn et al., 2021
GO:0019915	lipid storage	FFAR2/IL1B/RNF213/NFKBIA	Up	C6_Ciliated_Ciliated diff_NEAT1	Nose	GSE164547	Ahn et al., 2021
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	IL1B	Up	C6_CD14 Monocytes_LYZ	Blood	GSE165080	Wang et al., 2022
GO:0030730	sequestering of triglyceride	IL1B	Up	C6_CD14 Monocytes_LYZ	Blood	GSE165080	Wang et al., 2022
GO:2000193	positive regulation of fatty acid transport	IL1B	Up	C6_CD14 Monocytes_LYZ	Blood	GSE165080	Wang et al., 2022
GO:0045723	positive regulation of fatty acid biosynthetic process	IL1B	Up	C6_CD14 Monocytes_LYZ	Blood	GSE165080	Wang et al., 2022
GO:0050995	negative regulation of lipid catabolic process	IL1B	Up	C6_CD14 Monocytes_LYZ	Blood	GSE165080	Wang et al., 2022
GO:0050996	positive regulation of lipid catabolic process	IL1B	Up	C6_CD14 Monocytes_LYZ	Blood	GSE165080	Wang et al., 2022
GO:0070723	response to cholesterol	CCL3	Up	C6_CD14 Monocytes_LYZ	Blood	GSE165080	Wang et al., 2022
GO:2000191	regulation of fatty acid transport	IL1B	Up	C6_CD14 Monocytes_LYZ	Blood	GSE165080	Wang et al., 2022
GO:0045923	positive regulation of fatty acid metabolic process	IL1B	Up	C6_CD14 Monocytes_LYZ	Blood	GSE165080	Wang et al., 2022
GO:0140353	lipid export from cell	IL1B	Up	C6_CD14 Monocytes_LYZ	Blood	GSE165080	Wang et al., 2022
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	IL1B	Up	C7_CD16 Monocytes_CDKN1C	Blood	GSE165080	Wang et al., 2022
GO:0030730	sequestering of triglyceride	IL1B	Up	C7_CD16 Monocytes_CDKN1C	Blood	GSE165080	Wang et al., 2022
GO:2000193	positive regulation of fatty acid transport	IL1B	Up	C7_CD16 Monocytes_CDKN1C	Blood	GSE165080	Wang et al., 2022
GO:0045723	positive regulation of fatty acid biosynthetic process	IL1B	Up	C7_CD16 Monocytes_CDKN1C	Blood	GSE165080	Wang et al., 2022
GO:0050995	negative regulation of lipid catabolic process	IL1B	Up	C7_CD16 Monocytes_CDKN1C	Blood	GSE165080	Wang et al., 2022
GO:0050996	positive regulation of lipid catabolic process	IL1B	Up	C7_CD16 Monocytes_CDKN1C	Blood	GSE165080	Wang et al., 2022
GO:0070723	response to cholesterol	CCL3	Up	C7_CD16 Monocytes_CDKN1C	Blood	GSE165080	Wang et al., 2022
GO:2000191	regulation of fatty acid transport	IL1B	Up	C7_CD16 Monocytes_CDKN1C	Blood	GSE165080	Wang et al., 2022
GO:0045923	positive regulation of fatty acid metabolic process	IL1B	Up	C7_CD16 Monocytes_CDKN1C	Blood	GSE165080	Wang et al., 2022
GO:0140353	lipid export from cell	IL1B	Up	C7_CD16 Monocytes_CDKN1C	Blood	GSE165080	Wang et al., 2022
GO:0006636	unsaturated fatty acid biosynthetic process	IL1B	Up	C7_CD16 Monocytes_CDKN1C	Blood	GSE165080	Wang et al., 2022
GO:0042304	regulation of fatty acid biosynthetic process	IL1B	Up	C7_CD16 Monocytes_CDKN1C	Blood	GSE165080	Wang et al., 2022
GO:0050994	regulation of lipid catabolic process	IL1B	Up	C7_CD16 Monocytes_CDKN1C	Blood	GSE165080	Wang et al., 2022
GO:2000191	regulation of fatty acid transport	THBS1/IL1B	Up	C8_cMo_CD14	Blood	GSE166992	Thompson et al., 2021
GO:0033559	unsaturated fatty acid metabolic process	CYP1B1/IL1B	Up	C8_cMo_CD14	Blood	GSE166992	Thompson et al., 2021
GO:0015908	fatty acid transport	THBS1/IL1B	Up	C8_cMo_CD14	Blood	GSE166992	Thompson et al., 2021
GO:0032368	regulation of lipid transport	THBS1/IL1B	Up	C8_cMo_CD14	Blood	GSE166992	Thompson et al., 2021
GO:0010888	negative regulation of lipid storage	NFKBIA	Up	C1_CD4_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0010875	positive regulation of cholesterol efflux	NFKBIA	Up	C1_CD4_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0032376	positive regulation of cholesterol transport	NFKBIA	Up	C1_CD4_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0010874	regulation of cholesterol efflux	NFKBIA	Up	C1_CD4_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0010883	regulation of lipid storage	NFKBIA	Up	C1_CD4_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:1905953	negative regulation of lipid localization	NFKBIA	Up	C1_CD4_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0033344	cholesterol efflux	NFKBIA	Up	C1_CD4_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0032374	regulation of cholesterol transport	NFKBIA	Up	C1_CD4_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0032370	positive regulation of lipid transport	NFKBIA	Up	C1_CD4_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0019915	lipid storage	NFKBIA	Up	C1_CD4_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:1905954	positive regulation of lipid localization	NFKBIA	Up	C1_CD4_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0030301	cholesterol transport	NFKBIA	Up	C1_CD4_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0032368	regulation of lipid transport	NFKBIA	Up	C1_CD4_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:1905952	regulation of lipid localization	NFKBIA	Up	C1_CD4_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0070723	response to cholesterol	CCL3	Down	C3_NKT_GNLY	Blood	GSE166992	Thompson et al., 2021
GO:0010888	negative regulation of lipid storage	NFKBIA	Up	C2_CD8_Te_GZMA	Blood	GSE166992	Thompson et al., 2021
GO:0010875	positive regulation of cholesterol efflux	NFKBIA	Up	C2_CD8_Te_GZMA	Blood	GSE166992	Thompson et al., 2021
GO:0032376	positive regulation of cholesterol transport	NFKBIA	Up	C2_CD8_Te_GZMA	Blood	GSE166992	Thompson et al., 2021
GO:0010874	regulation of cholesterol efflux	NFKBIA	Up	C2_CD8_Te_GZMA	Blood	GSE166992	Thompson et al., 2021
GO:0010883	regulation of lipid storage	NFKBIA	Up	C2_CD8_Te_GZMA	Blood	GSE166992	Thompson et al., 2021
GO:1905953	negative regulation of lipid localization	NFKBIA	Up	C2_CD8_Te_GZMA	Blood	GSE166992	Thompson et al., 2021
GO:0033344	cholesterol efflux	NFKBIA	Up	C2_CD8_Te_GZMA	Blood	GSE166992	Thompson et al., 2021
GO:0032374	regulation of cholesterol transport	NFKBIA	Up	C2_CD8_Te_GZMA	Blood	GSE166992	Thompson et al., 2021
GO:0032370	positive regulation of lipid transport	NFKBIA	Up	C2_CD8_Te_GZMA	Blood	GSE166992	Thompson et al., 2021
GO:0010888	negative regulation of lipid storage	NFKBIA	Up	C5_CD8_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0010875	positive regulation of cholesterol efflux	NFKBIA	Up	C5_CD8_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0032376	positive regulation of cholesterol transport	NFKBIA	Up	C5_CD8_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0010874	regulation of cholesterol efflux	NFKBIA	Up	C5_CD8_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0010883	regulation of lipid storage	NFKBIA	Up	C5_CD8_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:1905953	negative regulation of lipid localization	NFKBIA	Up	C5_CD8_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0033344	cholesterol efflux	NFKBIA	Up	C5_CD8_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0032374	regulation of cholesterol transport	NFKBIA	Up	C5_CD8_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0032370	positive regulation of lipid transport	NFKBIA	Up	C5_CD8_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0019915	lipid storage	NFKBIA	Up	C5_CD8_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:1905954	positive regulation of lipid localization	NFKBIA	Up	C5_CD8_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0030301	cholesterol transport	NFKBIA	Up	C5_CD8_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:0032368	regulation of lipid transport	NFKBIA	Up	C5_CD8_Tn_SELL	Blood	GSE166992	Thompson et al., 2021
GO:2000191	regulation of fatty acid transport	THBS1/IL1B	Up	C11_iMo_CD14|CD16	Blood	GSE166992	Thompson et al., 2021
GO:0032368	regulation of lipid transport	THBS1/IL1B/NFKBIA	Up	C11_iMo_CD14|CD16	Blood	GSE166992	Thompson et al., 2021
GO:1905952	regulation of lipid localization	THBS1/IL1B/NFKBIA	Up	C11_iMo_CD14|CD16	Blood	GSE166992	Thompson et al., 2021
GO:1905953	negative regulation of lipid localization	THBS1/NFKBIA	Up	C11_iMo_CD14|CD16	Blood	GSE166992	Thompson et al., 2021
GO:0032370	positive regulation of lipid transport	IL1B/NFKBIA	Up	C11_iMo_CD14|CD16	Blood	GSE166992	Thompson et al., 2021
GO:0019915	lipid storage	IL1B/NFKBIA	Up	C11_iMo_CD14|CD16	Blood	GSE166992	Thompson et al., 2021
GO:1905954	positive regulation of lipid localization	IL1B/NFKBIA	Up	C11_iMo_CD14|CD16	Blood	GSE166992	Thompson et al., 2021
GO:0033559	unsaturated fatty acid metabolic process	CYP1B1/IL1B	Up	C11_iMo_CD14|CD16	Blood	GSE166992	Thompson et al., 2021
GO:0015908	fatty acid transport	THBS1/IL1B	Up	C11_iMo_CD14|CD16	Blood	GSE166992	Thompson et al., 2021
GO:0045444	fat cell differentiation	NR4A2/NR4A3/INSIG1	Up	C13_cDC_CD1C	Blood	GSE166992	Thompson et al., 2021
GO:0045599	negative regulation of fat cell differentiation	WNT5A/CCDC85B/FOXO1/FERMT2	Down	C1_Decidual_CTSL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0140353	lipid export from cell	REN/C1QTNF1/MIF	Down	C3_Villous_IGFBP7	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:1905954	positive regulation of lipid localization	CD36/PLTP/SPP1	Up	C3_Villous_IGFBP7	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0034368	protein-lipid complex remodeling	PLA2G2A/PLTP	Up	C3_Villous_IGFBP7	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0140353	lipid export from cell	IL1B/SELENOM/MIF	Down	C6_Monocyte_CD68	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0006636	unsaturated fatty acid biosynthetic process	IL1B/MIF/PTGDS	Down	C6_Monocyte_CD68	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0043691	reverse cholesterol transport	CLU/APOA1	Down	C6_Monocyte_CD68	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:1905954	positive regulation of lipid localization	DAB2/CD36/PLTP	Up	C6_Monocyte_CD68	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0010875	positive regulation of cholesterol efflux	CAV1/PLTP	Up	C2_Decidual_MMRN1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0032376	positive regulation of cholesterol transport	CAV1/PLTP	Up	C2_Decidual_MMRN1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0010874	regulation of cholesterol efflux	CAV1/PLTP	Up	C2_Decidual_MMRN1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0033344	cholesterol efflux	CAV1/PLTP	Up	C2_Decidual_MMRN1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0032374	regulation of cholesterol transport	CAV1/PLTP	Up	C2_Decidual_MMRN1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0140353	lipid export from cell	C1QTNF1/SELENOM/MIF	Down	C7_Monocyte_CXCL8	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0010883	regulation of lipid storage	NFKBIA/MSR1/ABCA1	Down	C8_Monocyte_FCN1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0034368	protein-lipid complex remodeling	APOE/PLA2G2A/PLTP/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0071825	protein-lipid complex organization	APOE/PLA2G2A/PLTP/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0030301	cholesterol transport	APOE/CD36/PLTP/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0033700	phospholipid efflux	APOE/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0015909	long-chain fatty acid transport	APOE/CD36/PLA2G2A	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0033344	cholesterol efflux	APOE/PLTP/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0032374	regulation of cholesterol transport	APOE/PLTP/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:1905952	regulation of lipid localization	APOE/CD36/PLTP/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0019915	lipid storage	APOE/CD36/ENPP1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0010875	positive regulation of cholesterol efflux	APOE/PLTP	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0015914	phospholipid transport	APOE/PLTP/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0065005	protein-lipid complex assembly	APOE/APOC1	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:1905954	positive regulation of lipid localization	APOE/CD36/PLTP	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0015908	fatty acid transport	APOE/CD36/PLA2G2A	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0032376	positive regulation of cholesterol transport	APOE/PLTP	Up	C17_APC_NFKBIA	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0140353	lipid export from cell	SELENOM/C1QTNF1/MIF	Down	C9_NK_GNLY	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0043691	reverse cholesterol transport	CLU/APOA1	Down	C9_NK_GNLY	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0042362	fat-soluble vitamin biosynthetic process	PLTP/IFNG	Up	C9_NK_GNLY	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0019216	regulation of lipid metabolic process	APOA1/IGFBP7/IRS2/EGR1/CCL21/ADM/PLCG2	Down	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0043691	reverse cholesterol transport	APOA1/CLU	Down	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0045834	positive regulation of lipid metabolic process	APOA1/IRS2/CCL21/ADM	Down	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0010875	positive regulation of cholesterol efflux	APOA1/NFKBIA	Down	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0032370	positive regulation of lipid transport	PLTP/APOE/SPP1/DAB2/CYP19A1/RETN	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0032368	regulation of lipid transport	PLTP/APOE/SPP1/DAB2/APOC1/CYP19A1/RETN	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:1905952	regulation of lipid localization	PLTP/APOE/SPP1/DAB2/APOC1/CYP19A1/RETN	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:1905954	positive regulation of lipid localization	PLTP/APOE/SPP1/DAB2/CYP19A1/RETN	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0140353	lipid export from cell	SPP1/DAB2/CYP19A1/RETN	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0006869	lipid transport	PLTP/APOE/SPP1/DAB2/APOC1/CYP19A1/RETN	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0034368	protein-lipid complex remodeling	PLTP/APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0071825	protein-lipid complex organization	PLTP/APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0033700	phospholipid efflux	APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0033344	cholesterol efflux	PLTP/APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0032374	regulation of cholesterol transport	PLTP/APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0046890	regulation of lipid biosynthetic process	APOE/DAB2/APOC1/CGA	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0016042	lipid catabolic process	APOE/SPP1/RARRES2/APOC1/CYP19A1	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0019216	regulation of lipid metabolic process	APOE/DAB2/RARRES2/APOC1/CGA	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0046889	positive regulation of lipid biosynthetic process	APOE/DAB2/CGA	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0015914	phospholipid transport	PLTP/APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0010875	positive regulation of cholesterol efflux	PLTP/APOE	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0065005	protein-lipid complex assembly	APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0030301	cholesterol transport	PLTP/APOE/APOC1	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0032376	positive regulation of cholesterol transport	PLTP/APOE	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0045834	positive regulation of lipid metabolic process	APOE/DAB2/CGA	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0010874	regulation of cholesterol efflux	PLTP/APOE	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0120009	intermembrane lipid transfer	PLTP/APOE	Up	C16_APC_MALAT1	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0045541	negative regulation of cholesterol biosynthetic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0090206	negative regulation of cholesterol metabolic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0034370	triglyceride-rich lipoprotein particle remodeling	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0033700	phospholipid efflux	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:2001140	positive regulation of phospholipid transport	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0090205	positive regulation of cholesterol metabolic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0090209	negative regulation of triglyceride metabolic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:2001138	regulation of phospholipid transport	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0055089	fatty acid homeostasis	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0043691	reverse cholesterol transport	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0045540	regulation of cholesterol biosynthetic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0010875	positive regulation of cholesterol efflux	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0065005	protein-lipid complex assembly	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0034368	protein-lipid complex remodeling	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0032376	positive regulation of cholesterol transport	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0090181	regulation of cholesterol metabolic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0070328	triglyceride homeostasis	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0090207	regulation of triglyceride metabolic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0071825	protein-lipid complex organization	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0010874	regulation of cholesterol efflux	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0120009	intermembrane lipid transfer	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0006695	cholesterol biosynthetic process	APOE	Up	C12_T_CD4_SELL	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0033559	unsaturated fatty acid metabolic process	GSTA1/PTGDS/IL1B/MGLL/MIF/GPX4/FADS1	Down	C14_B_Naive_IGHD	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0032370	positive regulation of lipid transport	APOA1/C1QTNF1/IL1B/ANXA2/NFKBIA/MIF	Down	C14_B_Naive_IGHD	Placenta	GSE171381	Lu-Culligan et al., 2021
