gene	status	avg_log2FC	celltype	Dataset	ENTREZID
ASPH	Up	1.1802145787975291	C9_Macrophages_MRC1	GSE171524	444
MACC1	Down	-1.2377900325457474	C9_Macrophages_MRC1	GSE171524	346389
ANKRD28	Down	-1.2414248341651095	C9_Macrophages_MRC1	GSE171524	23243
SGMS2	Down	-1.0685152585830189	C9_Macrophages_MRC1	GSE171524	166929
CEBPB	Up	1.2161293687818393	C9_Macrophages_MRC1	GSE171524	1051
CSGALNACT1	Down	-1.603072636983467	C9_Macrophages_MRC1	GSE171524	55790
EEPD1	Up	1.181938098932821	C9_Macrophages_MRC1	GSE171524	80820
APLP2	Up	1.0328893520705138	C9_Macrophages_MRC1	GSE171524	334
PELI1	Down	-1.1833924238972209	C9_Macrophages_MRC1	GSE171524	57162
TFPI	Up	1.2308866138425147	C9_Macrophages_MRC1	GSE171524	7035
LPL	Down	-1.0186578046256938	C9_Macrophages_MRC1	GSE171524	4023
DIRC3	Up	1.2787207766528814	C9_Macrophages_MRC1	GSE171524	729582
DYSF	Up	1.0945231240089703	C9_Macrophages_MRC1	GSE171524	8291
LNCAROD	Up	1.0555981424699548	C9_Macrophages_MRC1	GSE171524	101928687
HSPH1	Up	2.016804351225092	C9_Macrophages_MRC1	GSE171524	10808
B2M	Up	1.225396921464804	C9_Macrophages_MRC1	GSE171524	567
FTL	Up	1.4106227756044931	C9_Macrophages_MRC1	GSE171524	2512
AOAH	Down	-1.057915046593695	C9_Macrophages_MRC1	GSE171524	313
PID1	Down	-1.0396364722534617	C9_Macrophages_MRC1	GSE171524	55022
HSPA1B	Up	1.0407979425268743	C9_Macrophages_MRC1	GSE171524	3304
IGSF21	Down	-1.0463684016374677	C9_Macrophages_MRC1	GSE171524	84966
CTSL	Up	1.069113969607148	C9_Macrophages_MRC1	GSE171524	1514
CD163L1	Down	-1.2857617469226024	C9_Macrophages_MRC1	GSE171524	283316
APOE	Up	1.2610156170011215	C9_Macrophages_MRC1	GSE171524	348
CCSER1	Down	-1.0058147604790026	C9_Macrophages_MRC1	GSE171524	401145
SRGAP1	Down	-1.0491503722978217	C9_Macrophages_MRC1	GSE171524	57522
HSPD1	Up	1.234683003426709	C9_Macrophages_MRC1	GSE171524	3329
ZBTB16	Down	-1.058557600057743	C9_Macrophages_MRC1	GSE171524	7704
HSP90AA1	Up	3.9926747086421015	C7_Vascular endothelial_DOCK9	GSE171524	3320
NCALD	Down	-1.748853174584811	C7_Vascular endothelial_DOCK9	GSE171524	83988
CYP3A5	Down	-2.369852891911946	C7_Vascular endothelial_DOCK9	GSE171524	1577
ST5	Down	-2.174344275266309	C7_Vascular endothelial_DOCK9	GSE171524	NA
NEAT1	Up	1.3404866189366773	C7_Vascular endothelial_DOCK9	GSE171524	283131
ARHGAP26	Down	-1.269706323297831	C7_Vascular endothelial_DOCK9	GSE171524	23092
PRICKLE2	Down	-1.2431044390873511	C7_Vascular endothelial_DOCK9	GSE171524	166336
STARD13	Down	-1.3936087723056223	C7_Vascular endothelial_DOCK9	GSE171524	90627
RASAL2	Down	-1.3172707091592972	C7_Vascular endothelial_DOCK9	GSE171524	9462
ZDHHC14	Down	-1.674801119752014	C7_Vascular endothelial_DOCK9	GSE171524	79683
LHFPL6	Down	-1.6437038124196863	C7_Vascular endothelial_DOCK9	GSE171524	10186
FKBP5	Down	-1.296169665516806	C7_Vascular endothelial_DOCK9	GSE171524	2289
HSPA1A	Up	2.3838198902891867	C7_Vascular endothelial_DOCK9	GSE171524	3303
STARD13-AS	Down	-1.8036899888736375	C7_Vascular endothelial_DOCK9	GSE171524	100874241
TGFBR3	Down	-1.453747785065917	C7_Vascular endothelial_DOCK9	GSE171524	7049
ATP2B4	Down	-1.761987556863217	C7_Vascular endothelial_DOCK9	GSE171524	493
HPGD	Down	-1.477483755668409	C7_Vascular endothelial_DOCK9	GSE171524	3248
VAV3	Down	-1.436335897400865	C7_Vascular endothelial_DOCK9	GSE171524	10451
TSIX	Down	-1.5765201861614977	C7_Vascular endothelial_DOCK9	GSE171524	9383
VIPR1-AS1	Down	-1.5164622733964237	C7_Vascular endothelial_DOCK9	GSE171524	100874007
IFT140	Down	-1.4361953339645364	C7_Vascular endothelial_DOCK9	GSE171524	9742
RFX2	Down	-2.125245874215155	C7_Vascular endothelial_DOCK9	GSE171524	5990
RALGAPA2	Up	1.3391673422117214	C7_Vascular endothelial_DOCK9	GSE171524	57186
PAPSS2	Down	-1.258257273483435	C7_Vascular endothelial_DOCK9	GSE171524	9060
HSPH1	Up	2.481778272581019	C7_Vascular endothelial_DOCK9	GSE171524	10808
PALD1	Down	-1.3499341779271676	C7_Vascular endothelial_DOCK9	GSE171524	27143
LINC00513	Down	-1.471965458834023	C7_Vascular endothelial_DOCK9	GSE171524	100506860
KHDRBS2	Down	-1.0968793631981095	C7_Vascular endothelial_DOCK9	GSE171524	202559
AC026894.1	Down	-1.4641265191188233	C7_Vascular endothelial_DOCK9	GSE171524	NA
AC079921.1	Down	-1.463422034188009	C7_Vascular endothelial_DOCK9	GSE171524	NA
SPRED2	Down	-1.365179873120534	C7_Vascular endothelial_DOCK9	GSE171524	200734
CALCRL	Up	1.4194977409257956	C7_Vascular endothelial_DOCK9	GSE171524	10203
CDH13	Down	-1.1857024892986556	C7_Vascular endothelial_DOCK9	GSE171524	1012
SLCO3A1	Down	-1.1102955721981735	C7_Vascular endothelial_DOCK9	GSE171524	28232
OPHN1	Down	-1.2418293603162396	C7_Vascular endothelial_DOCK9	GSE171524	4983
UBC	Up	1.4283446264655295	C7_Vascular endothelial_DOCK9	GSE171524	7316
HSPA1B	Up	1.4916944236172074	C7_Vascular endothelial_DOCK9	GSE171524	3304
HSP90AB1	Up	1.7561202345616636	C7_Vascular endothelial_DOCK9	GSE171524	3326
EDA	Down	-1.5642509821865236	C7_Vascular endothelial_DOCK9	GSE171524	1896
CDK14	Down	-1.0650240082604356	C7_Vascular endothelial_DOCK9	GSE171524	5218
B2M	Up	1.5201642729102989	C7_Vascular endothelial_DOCK9	GSE171524	567
CMTM8	Down	-1.346080219653787	C7_Vascular endothelial_DOCK9	GSE171524	152189
EXPH5	Down	-1.269420566423904	C7_Vascular endothelial_DOCK9	GSE171524	23086
FOSB	Down	-1.6110897871849104	C7_Vascular endothelial_DOCK9	GSE171524	2354
XIST	Down	-1.0058159251236876	C7_Vascular endothelial_DOCK9	GSE171524	7503
LRP1B	Down	-1.6587044855609072	C7_Vascular endothelial_DOCK9	GSE171524	53353
RASGRF2	Up	1.4853214737998717	C7_Vascular endothelial_DOCK9	GSE171524	5924
FOXO3	Down	-1.0402368946291998	C7_Vascular endothelial_DOCK9	GSE171524	2309
FSTL4	Down	-1.384615651327094	C7_Vascular endothelial_DOCK9	GSE171524	23105
HSPB1	Up	1.4063598894373266	C7_Vascular endothelial_DOCK9	GSE171524	3315
SCGB1A1	Down	-1.1539010563646477	C7_Vascular endothelial_DOCK9	GSE171524	7356
TCIM	Up	1.4995753832144487	C7_Vascular endothelial_DOCK9	GSE171524	56892
PLPP1	Down	-1.1035987782202854	C7_Vascular endothelial_DOCK9	GSE171524	8611
KCTD3	Down	-1.1471370333698736	C7_Vascular endothelial_DOCK9	GSE171524	51133
EDIL3	Down	-1.2966986900062063	C7_Vascular endothelial_DOCK9	GSE171524	10085
TNR	Down	-1.2919471598083725	C7_Vascular endothelial_DOCK9	GSE171524	7143
PLCG2	Up	1.27370902940987	C7_Vascular endothelial_DOCK9	GSE171524	5336
PRX	Down	-1.1664394937824285	C7_Vascular endothelial_DOCK9	GSE171524	57716
AP002518.2	Down	-1.0934996357369011	C7_Vascular endothelial_DOCK9	GSE171524	NA
MAGI1	Up	1.0014336089823956	C7_Vascular endothelial_DOCK9	GSE171524	9223
ROBO4	Down	-1.098122944446308	C7_Vascular endothelial_DOCK9	GSE171524	54538
B3GALNT1	Down	-1.0954515872431263	C7_Vascular endothelial_DOCK9	GSE171524	8706
VCL	Down	-1.1216388209141075	C7_Vascular endothelial_DOCK9	GSE171524	7414
RAPGEF4	Up	1.1091964864603798	C7_Vascular endothelial_DOCK9	GSE171524	11069
CD9	Up	1.489428066030931	C7_Vascular endothelial_DOCK9	GSE171524	928
ADAMTS9	Up	1.617116217556232	C7_Vascular endothelial_DOCK9	GSE171524	56999
DNAJB1	Up	1.2824946183426444	C7_Vascular endothelial_DOCK9	GSE171524	3337
HSPD1	Up	1.986252478861697	C7_Vascular endothelial_DOCK9	GSE171524	3329
RNF115	Down	-1.0506572174111048	C7_Vascular endothelial_DOCK9	GSE171524	27246
WWTR1	Up	1.1043223594201927	C7_Vascular endothelial_DOCK9	GSE171524	25937
EDNRB	Down	-1.147948026629568	C7_Vascular endothelial_DOCK9	GSE171524	1910
AF064858.1	Down	-1.036263911993001	C7_Vascular endothelial_DOCK9	GSE171524	NA
ADAMTSL4-AS1	Down	-1.2382689183628868	C7_Vascular endothelial_DOCK9	GSE171524	574406
FAM189A1	Down	-1.088552443567849	C7_Vascular endothelial_DOCK9	GSE171524	NA
NMD3	Down	-1.004266167950083	C7_Vascular endothelial_DOCK9	GSE171524	51068
HIST1H2AC	Up	1.211040244636974	C7_Vascular endothelial_DOCK9	GSE171524	NA
AC092839.1	Down	-1.049377539571569	C7_Vascular endothelial_DOCK9	GSE171524	NA
CRIM1	Up	1.4919298790544322	C7_Vascular endothelial_DOCK9	GSE171524	51232
VWF	Up	1.185118812741806	C7_Vascular endothelial_DOCK9	GSE171524	7450
GNA15	Down	-1.0846941549435385	C7_Vascular endothelial_DOCK9	GSE171524	2769
RGCC	Up	1.1125655147160762	C7_Vascular endothelial_DOCK9	GSE171524	28984
PCDH17	Up	1.223513057168743	C7_Vascular endothelial_DOCK9	GSE171524	27253
AC016831.7	Down	-1.0839046556165228	C7_Vascular endothelial_DOCK9	GSE171524	NA
ATP1B3	Up	1.2813212284473003	C7_Vascular endothelial_DOCK9	GSE171524	483
LNX1	Down	-1.240751341849489	C7_Vascular endothelial_DOCK9	GSE171524	84708
CA4	Down	-1.0072672481401117	C7_Vascular endothelial_DOCK9	GSE171524	762
CAMK2D	Up	1.03142297943387	C7_Vascular endothelial_DOCK9	GSE171524	817
NFATC2	Down	-1.340659309899189	C7_Vascular endothelial_DOCK9	GSE171524	4773
CAVIN2	Down	-1.0377635023821017	C7_Vascular endothelial_DOCK9	GSE171524	8436
AL138799.4	Down	-1.0089272535992748	C7_Vascular endothelial_DOCK9	GSE171524	NA
NR4A1	Up	1.2305214972589515	C7_Vascular endothelial_DOCK9	GSE171524	3164
NAMPT	Up	1.126070654679734	C7_Vascular endothelial_DOCK9	GSE171524	10135
TXNRD1	Up	1.3032223336206696	C7_Vascular endothelial_DOCK9	GSE171524	7296
MCTP1	Up	1.214765120626504	C7_Vascular endothelial_DOCK9	GSE171524	79772
MECOM	Up	1.0362684304927972	C7_Vascular endothelial_DOCK9	GSE171524	2122
HSPG2	Up	1.261264093374144	C7_Vascular endothelial_DOCK9	GSE171524	3339
ACTB	Up	1.2534263865361426	C7_Vascular endothelial_DOCK9	GSE171524	60
ACTN1	Up	1.084132574482989	C7_Vascular endothelial_DOCK9	GSE171524	87
PLCB1	Up	1.2884753772826931	C7_Vascular endothelial_DOCK9	GSE171524	23236
ITPKB	Up	1.0538441640906973	C7_Vascular endothelial_DOCK9	GSE171524	3707
ANO2	Up	1.1823742644248112	C7_Vascular endothelial_DOCK9	GSE171524	57101
RNF145	Up	1.1345559990115173	C7_Vascular endothelial_DOCK9	GSE171524	153830
SLC2A3	Up	1.1529418142110606	C7_Vascular endothelial_DOCK9	GSE171524	6515
TSHZ2	Down	-1.0081714304416596	C7_Vascular endothelial_DOCK9	GSE171524	128553
TM4SF1	Up	1.0788856928309063	C7_Vascular endothelial_DOCK9	GSE171524	4071
ITGA6	Up	1.0508937444899398	C7_Vascular endothelial_DOCK9	GSE171524	3655
ADAMTS6	Up	1.2802906233901834	C7_Vascular endothelial_DOCK9	GSE171524	11174
GBP2	Up	1.1057534112839282	C7_Vascular endothelial_DOCK9	GSE171524	2634
ANXA1	Down	-1.104424004238916	C7_Vascular endothelial_DOCK9	GSE171524	301
P4HA1	Up	1.032315959041223	C7_Vascular endothelial_DOCK9	GSE171524	5033
PVT1	Up	1.028462529245262	C7_Vascular endothelial_DOCK9	GSE171524	5820
NDRG1	Up	1.2818910100842131	C7_Vascular endothelial_DOCK9	GSE171524	10397
NR5A2	Up	1.0435607641021885	C7_Vascular endothelial_DOCK9	GSE171524	2494
F8	Up	1.0483183597340746	C7_Vascular endothelial_DOCK9	GSE171524	2157
PTGES3	Up	1.131583227196145	C7_Vascular endothelial_DOCK9	GSE171524	10728
TXNIP	Up	1.0000193136297415	C7_Vascular endothelial_DOCK9	GSE171524	10628
CCN1	Up	1.01036910343541	C7_Vascular endothelial_DOCK9	GSE171524	3491
TMSB4X	Up	1.0536381806366406	C7_Vascular endothelial_DOCK9	GSE171524	7114
NUAK1	Up	1.0735683292162848	C7_Vascular endothelial_DOCK9	GSE171524	9891
PTPRN2	Down	-3.3059426682405624	C16_DC_CCSER1	GSE171524	5799
RGS6	Down	-4.082907973412671	C16_DC_CCSER1	GSE171524	9628
SFTPB	Up	1.9680541207046556	C16_DC_CCSER1	GSE171524	6439
CYP3A5	Down	-3.06291213263907	C16_DC_CCSER1	GSE171524	1577
LINC01876	Down	-2.28026002313863	C16_DC_CCSER1	GSE171524	101929378
GNGT1	Down	-2.923675537898562	C16_DC_CCSER1	GSE171524	2792
CEACAM5	Down	-2.753715284794585	C16_DC_CCSER1	GSE171524	1048
DLEU1	Down	-2.14411953429096	C16_DC_CCSER1	GSE171524	10301
ITGA6	Down	-2.572466490854452	C16_DC_CCSER1	GSE171524	3655
MUC5AC	Down	-2.8506352936947263	C16_DC_CCSER1	GSE171524	4586
RBMS3	Up	1.3747276737975929	C16_DC_CCSER1	GSE171524	27303
CELF2	Up	1.4022125215879593	C16_DC_CCSER1	GSE171524	10659
ANKRD36C	Down	-2.3712213909102977	C16_DC_CCSER1	GSE171524	400986
MYBPC1	Down	-2.5886691039351253	C16_DC_CCSER1	GSE171524	4604
MUC3A	Down	-3.021717868780823	C16_DC_CCSER1	GSE171524	4584
PRKCA	Down	-1.7801169203075469	C16_DC_CCSER1	GSE171524	5578
IQGAP2	Down	-2.1698911796735683	C16_DC_CCSER1	GSE171524	10788
FAM155A	Down	-2.4958196081619284	C16_DC_CCSER1	GSE171524	NA
ATP10B	Down	-2.2376839978192913	C16_DC_CCSER1	GSE171524	23120
FER1L6	Down	-2.5055224407353407	C16_DC_CCSER1	GSE171524	654463
TCF7L2	Down	-1.6408256190889037	C16_DC_CCSER1	GSE171524	6934
SOX5	Up	1.495312984737868	C16_DC_CCSER1	GSE171524	6660
DLGAP1	Down	-2.235208340184222	C16_DC_CCSER1	GSE171524	9229
CAPN13	Up	1.7991252682085277	C16_DC_CCSER1	GSE171524	92291
POF1B	Down	-2.0510738813705895	C16_DC_CCSER1	GSE171524	79983
LINC00342	Down	-2.356072636477145	C16_DC_CCSER1	GSE171524	150759
GLIS3	Up	1.4660425198190263	C16_DC_CCSER1	GSE171524	169792
ARHGAP26	Down	-1.4062431397457709	C16_DC_CCSER1	GSE171524	23092
PLA2R1	Down	-1.8694753587827748	C16_DC_CCSER1	GSE171524	22925
NRXN3	Up	2.0003646036700817	C16_DC_CCSER1	GSE171524	9369
AC138305.1	Down	-2.1537915761693815	C16_DC_CCSER1	GSE171524	NA
AC099520.1	Down	-2.1224711295262724	C16_DC_CCSER1	GSE171524	NA
RAPGEF5	Down	-1.8597191040023435	C16_DC_CCSER1	GSE171524	9771
TMEM45A	Up	1.4542362971023923	C16_DC_CCSER1	GSE171524	55076
BMPR1B	Up	1.326017588469692	C16_DC_CCSER1	GSE171524	658
AL138701.2	Down	-1.99099386585768	C16_DC_CCSER1	GSE171524	NA
AC011287.1	Down	-2.087957527434618	C16_DC_CCSER1	GSE171524	NA
AGAP1	Down	-1.121961054898438	C16_DC_CCSER1	GSE171524	116987
MLPH	Down	-1.512440393243691	C16_DC_CCSER1	GSE171524	79083
FOS	Down	-1.729417692965754	C16_DC_CCSER1	GSE171524	2353
PRELID2	Down	-1.9034774127350185	C16_DC_CCSER1	GSE171524	153768
ST6GAL1	Up	1.3065728867431965	C16_DC_CCSER1	GSE171524	6480
CEMIP	Down	-2.109670783717409	C16_DC_CCSER1	GSE171524	57214
SLC4A4	Up	1.2649523492296093	C16_DC_CCSER1	GSE171524	8671
CASC9	Down	-1.8258999199320876	C16_DC_CCSER1	GSE171524	101805492
PLAT	Down	-2.5998386384325705	C16_DC_CCSER1	GSE171524	5327
MYO1E	Down	-1.7968631653678642	C16_DC_CCSER1	GSE171524	4643
IL1RAPL2	Down	-2.4252311926393464	C16_DC_CCSER1	GSE171524	26280
PAX8-AS1	Down	-1.691994216504832	C16_DC_CCSER1	GSE171524	654433
MYO7B	Down	-1.8180807694894616	C16_DC_CCSER1	GSE171524	4648
AC114316.1	Down	-1.8792089982235165	C16_DC_CCSER1	GSE171524	NA
XYLT1	Down	-1.6730832838202498	C16_DC_CCSER1	GSE171524	64131
GCNT3	Down	-1.8824184495336709	C16_DC_CCSER1	GSE171524	9245
PPARG	Down	-1.860816546887793	C16_DC_CCSER1	GSE171524	5468
DLEU7	Down	-1.7114422695305218	C16_DC_CCSER1	GSE171524	220107
AL353138.1	Up	1.2295138348997852	C16_DC_CCSER1	GSE171524	NA
FMN1	Down	-1.5377590657976767	C16_DC_CCSER1	GSE171524	342184
SFTPA2	Up	1.9955488433646211	C16_DC_CCSER1	GSE171524	729238
GABRP	Down	-1.6371384764992605	C16_DC_CCSER1	GSE171524	2568
RAI14	Up	1.2471047486517577	C16_DC_CCSER1	GSE171524	26064
MGST1	Up	1.1873574194783896	C16_DC_CCSER1	GSE171524	4257
EEPD1	Down	-1.653341995122241	C16_DC_CCSER1	GSE171524	80820
XKR9	Down	-1.692141756679925	C16_DC_CCSER1	GSE171524	389668
DHRS9	Down	-2.195532405134449	C16_DC_CCSER1	GSE171524	10170
GRIP1	Up	1.355405946788394	C16_DC_CCSER1	GSE171524	23426
BACE2	Down	-1.2582366930875963	C16_DC_CCSER1	GSE171524	25825
MIR4713HG	Down	-1.7024846561477989	C16_DC_CCSER1	GSE171524	109729174
IGF2BP3	Down	-1.6668740917302896	C16_DC_CCSER1	GSE171524	10643
BCAS1	Down	-1.5801268626524834	C16_DC_CCSER1	GSE171524	8537
ONECUT3	Down	-1.5861717275321985	C16_DC_CCSER1	GSE171524	390874
LRMDA	Up	1.0755050568420137	C16_DC_CCSER1	GSE171524	83938
B3GALT5	Down	-1.5482408776169934	C16_DC_CCSER1	GSE171524	10317
GMDS	Down	-1.4337378700216723	C16_DC_CCSER1	GSE171524	2762
AC009133.1	Down	-1.529639352494058	C16_DC_CCSER1	GSE171524	NA
DOCK4	Up	1.1671418645031748	C16_DC_CCSER1	GSE171524	9732
STS	Down	-1.8033181556773352	C16_DC_CCSER1	GSE171524	412
MARCH3	Down	-1.6388049020507842	C16_DC_CCSER1	GSE171524	NA
LMO3	Up	1.2075872858143666	C16_DC_CCSER1	GSE171524	55885
TTC28	Up	1.1517876026143192	C16_DC_CCSER1	GSE171524	23331
ELF3	Down	-1.0814632254856669	C16_DC_CCSER1	GSE171524	1999
CO2	Up	1.4150348397543526	C16_DC_CCSER1	GSE171524	NA
ZMYND8	Down	-1.192855663735548	C16_DC_CCSER1	GSE171524	23613
MGAT5	Down	-1.2943873064892752	C16_DC_CCSER1	GSE171524	4249
MEIS2	Down	-1.3315793056027512	C16_DC_CCSER1	GSE171524	4212
CARD11	Down	-1.595175202983372	C16_DC_CCSER1	GSE171524	84433
FOXP2	Up	1.0897325367897412	C16_DC_CCSER1	GSE171524	93986
FCGBP	Down	-1.8544841292238132	C16_DC_CCSER1	GSE171524	8857
PLEKHA6	Down	-1.5154375259813464	C16_DC_CCSER1	GSE171524	22874
TCF7L1	Up	1.0178784215422394	C16_DC_CCSER1	GSE171524	83439
TSHZ2	Down	-1.197538057918088	C16_DC_CCSER1	GSE171524	128553
USP9Y	Up	1.1549116940554771	C16_DC_CCSER1	GSE171524	8287
LIMCH1	Up	1.055098726836572	C16_DC_CCSER1	GSE171524	22998
TMEM163	Down	-1.530077243553143	C16_DC_CCSER1	GSE171524	81615
AC087857.1	Down	-1.5603929448867049	C16_DC_CCSER1	GSE171524	NA
SYT1	Down	-1.3532058924589654	C16_DC_CCSER1	GSE171524	6857
SMPD3	Down	-1.542715434267471	C16_DC_CCSER1	GSE171524	55512
PTCHD4	Up	1.0126910454402056	C16_DC_CCSER1	GSE171524	442213
MCU	Down	-1.1437211911416587	C16_DC_CCSER1	GSE171524	90550
MTRNR2L12	Up	1.3680619146966837	C16_DC_CCSER1	GSE171524	100463498
HNF1A-AS1	Down	-1.4718986280449935	C16_DC_CCSER1	GSE171524	283460
CLIC6	Up	1.1042449028606185	C16_DC_CCSER1	GSE171524	54102
MAPK10	Up	1.0403545068018325	C16_DC_CCSER1	GSE171524	5602
SLC34A2	Up	1.1758576080257372	C16_DC_CCSER1	GSE171524	10568
CAPN9	Down	-1.5277650761019077	C16_DC_CCSER1	GSE171524	10753
CFH	Up	1.109477734172469	C16_DC_CCSER1	GSE171524	3075
DHCR24	Up	1.200204266753442	C16_DC_CCSER1	GSE171524	1718
IL1R1	Up	1.0665538047692096	C16_DC_CCSER1	GSE171524	3554
HK2	Down	-1.5572104877053945	C16_DC_CCSER1	GSE171524	3099
LGALS4	Down	-1.4006520446979118	C16_DC_CCSER1	GSE171524	3960
UTY	Up	1.145643204715229	C16_DC_CCSER1	GSE171524	7404
SULF2	Down	-1.488734992630384	C16_DC_CCSER1	GSE171524	55959
AC026167.1	Down	-1.606017170641065	C16_DC_CCSER1	GSE171524	NA
TNS3	Down	-1.2530293692295664	C16_DC_CCSER1	GSE171524	64759
ASPH	Down	-1.1843449218165518	C16_DC_CCSER1	GSE171524	444
FRMD3	Down	-1.538359750855945	C16_DC_CCSER1	GSE171524	257019
USH1C	Down	-1.3026517151014956	C16_DC_CCSER1	GSE171524	10083
HS6ST2	Up	1.120448274710958	C16_DC_CCSER1	GSE171524	90161
LRCH1	Down	-1.3879632277035951	C16_DC_CCSER1	GSE171524	23143
AL512328.1	Down	-1.4126916837705168	C16_DC_CCSER1	GSE171524	NA
BPIFB1	Up	1.1879990744586304	C16_DC_CCSER1	GSE171524	92747
CHL1	Up	1.2184264973234225	C16_DC_CCSER1	GSE171524	10752
PBX3	Up	1.0555513912353345	C16_DC_CCSER1	GSE171524	5090
PRSS3	Down	-1.3664916149146376	C16_DC_CCSER1	GSE171524	5646
ARHGAP24	Up	1.0651379683230175	C16_DC_CCSER1	GSE171524	83478
FER1L6-AS2	Down	-1.5245863614807835	C16_DC_CCSER1	GSE171524	157376
TRPS1	Up	1.2122917801191426	C16_DC_CCSER1	GSE171524	7227
STPG4	Down	-1.3440202815487754	C16_DC_CCSER1	GSE171524	285051
ALOX5	Down	-1.3345771428364157	C16_DC_CCSER1	GSE171524	240
BCL6	Up	1.151665523235076	C16_DC_CCSER1	GSE171524	604
ZFP36L1	Up	1.0523116194312967	C16_DC_CCSER1	GSE171524	677
ARL17B	Down	-1.184640585167264	C16_DC_CCSER1	GSE171524	100506084
PIP5K1B	Down	-1.280792794331536	C16_DC_CCSER1	GSE171524	8395
SNCAIP	Up	1.0981526124991183	C16_DC_CCSER1	GSE171524	9627
CEACAM1	Down	-1.4481574315785783	C16_DC_CCSER1	GSE171524	634
HNF4A	Down	-1.257394933773745	C16_DC_CCSER1	GSE171524	3172
MGAM2	Down	-1.3686860234199716	C16_DC_CCSER1	GSE171524	93432
NPAS2	Down	-1.2236500550753613	C16_DC_CCSER1	GSE171524	4862
PACS1	Up	1.0961020317778876	C16_DC_CCSER1	GSE171524	55690
HNF4G	Down	-1.2142748023716703	C16_DC_CCSER1	GSE171524	3174
SIM2	Down	-1.2552005072030072	C16_DC_CCSER1	GSE171524	6493
MYH14	Down	-1.1052024748513711	C16_DC_CCSER1	GSE171524	79784
TPM4	Down	-1.2008557415631431	C16_DC_CCSER1	GSE171524	7171
SH3PXD2A	Down	-1.1495842819057225	C16_DC_CCSER1	GSE171524	9644
SLC12A2	Down	-1.6154918219435177	C16_DC_CCSER1	GSE171524	6558
ROBO1	Up	1.1005005320931038	C16_DC_CCSER1	GSE171524	6091
FHL2	Down	-1.4081981520675515	C16_DC_CCSER1	GSE171524	2274
PIK3C2B	Down	-1.2807880662582083	C16_DC_CCSER1	GSE171524	5287
GPC6	Down	-1.2112727849137994	C16_DC_CCSER1	GSE171524	10082
COL17A1	Down	-1.4624404013273429	C16_DC_CCSER1	GSE171524	1308
MCTP1	Up	1.1323870279591597	C16_DC_CCSER1	GSE171524	79772
SPTBN1	Down	-1.1574121257100478	C16_DC_CCSER1	GSE171524	6711
DIAPH2	Down	-1.1230768033171572	C16_DC_CCSER1	GSE171524	1730
AQP3	Up	1.1175251599630769	C16_DC_CCSER1	GSE171524	360
ARHGEF4	Down	-1.319386831914268	C16_DC_CCSER1	GSE171524	50649
ARHGAP6	Down	-1.3068810391879784	C16_DC_CCSER1	GSE171524	395
SPNS2	Down	-1.345486217892455	C16_DC_CCSER1	GSE171524	124976
RHOBTB3	Up	1.0845105227255205	C16_DC_CCSER1	GSE171524	22836
TBXAS1	Down	-1.2812048858190768	C16_DC_CCSER1	GSE171524	6916
NCKAP5	Down	-1.4658193813294065	C16_DC_CCSER1	GSE171524	344148
PTPRR	Down	-1.243602728094478	C16_DC_CCSER1	GSE171524	5801
BBOX1-AS1	Down	-1.2575094216860336	C16_DC_CCSER1	GSE171524	103695435
HSPA1A	Up	1.079080658959604	C16_DC_CCSER1	GSE171524	3303
CDH17	Down	-1.2786885175960283	C16_DC_CCSER1	GSE171524	1015
TNIK	Down	-1.108981532944284	C16_DC_CCSER1	GSE171524	23043
FARP2	Down	-1.0988319380609757	C16_DC_CCSER1	GSE171524	9855
LINC01819	Down	-1.1844900415911304	C16_DC_CCSER1	GSE171524	102723854
FER1L6-AS1	Down	-1.3856970729565403	C16_DC_CCSER1	GSE171524	439941
RNF145	Up	1.024418845541109	C16_DC_CCSER1	GSE171524	153830
ATXN7L1	Down	-1.0953246624845028	C16_DC_CCSER1	GSE171524	222255
GRIA3	Down	-1.2207013202809445	C16_DC_CCSER1	GSE171524	2892
CYB5A	Up	1.1946905954679967	C16_DC_CCSER1	GSE171524	1528
LINC01967	Down	-1.206565960702313	C16_DC_CCSER1	GSE171524	107986041
KLF6	Down	-1.1764657266138727	C16_DC_CCSER1	GSE171524	1316
ZFPM2-AS1	Down	-1.0994315564071797	C16_DC_CCSER1	GSE171524	102723356
NGEF	Down	-1.1004334236970044	C16_DC_CCSER1	GSE171524	25791
KIAA1211	Down	-1.164632711504232	C16_DC_CCSER1	GSE171524	NA
FA2H	Down	-1.3609351556845022	C16_DC_CCSER1	GSE171524	79152
CLIP2	Down	-1.200651785406979	C16_DC_CCSER1	GSE171524	7461
KSR1	Up	1.0157402119373309	C16_DC_CCSER1	GSE171524	8844
C1GALT1	Down	-1.0658439040531344	C16_DC_CCSER1	GSE171524	56913
AEBP2	Up	1.0686066018708291	C16_DC_CCSER1	GSE171524	121536
PAX8	Down	-1.1426125094468802	C16_DC_CCSER1	GSE171524	7849
MAD1L1	Down	-1.2354897701529926	C16_DC_CCSER1	GSE171524	8379
MYRF	Down	-1.206239516143223	C16_DC_CCSER1	GSE171524	745
GRK5	Down	-1.1843711074778236	C16_DC_CCSER1	GSE171524	2869
SLC45A4	Down	-1.349145608795522	C16_DC_CCSER1	GSE171524	57210
APOL1	Down	-1.6295179155489832	C16_DC_CCSER1	GSE171524	8542
