gene	status	avg_log2FC	celltype	Dataset	ENTREZID
SLC38A2	Up	1.5841147257430437	C1_Fibroblasts_RORA	GSE159812	54407
SLC4A4	Up	1.449834327367348	C1_Fibroblasts_RORA	GSE159812	8671
FN1	Up	1.9443072411124704	C1_Fibroblasts_RORA	GSE159812	2335
ND4L	Down	-2.1389813062356144	C1_Fibroblasts_RORA	GSE159812	4539
CEMIP	Up	1.6853681239246106	C1_Fibroblasts_RORA	GSE159812	57214
HSP90AA1	Down	-1.6311247241573366	C1_Fibroblasts_RORA	GSE159812	3320
HDAC9	Down	-1.4420772794281236	C1_Fibroblasts_RORA	GSE159812	9734
SLC26A3	Down	-1.6102029316356856	C1_Fibroblasts_RORA	GSE159812	1811
HSPH1	Down	-1.7826367694122742	C1_Fibroblasts_RORA	GSE159812	10808
ND4	Down	-1.5480755574406162	C1_Fibroblasts_RORA	GSE159812	4538
KCNMA1	Up	1.0940635567864785	C1_Fibroblasts_RORA	GSE159812	3778
GMDS	Up	1.0917925559673465	C1_Fibroblasts_RORA	GSE159812	2762
ND2	Down	-2.0212718104746257	C1_Fibroblasts_RORA	GSE159812	4536
APOE	Up	1.845133567871736	C1_Fibroblasts_RORA	GSE159812	348
AC060765.2	Down	-1.5236459317997044	C1_Fibroblasts_RORA	GSE159812	NA
SLC26A2	Up	1.7668623863177095	C1_Fibroblasts_RORA	GSE159812	1836
TGFBR3	Up	1.3768163923478411	C1_Fibroblasts_RORA	GSE159812	7049
FOXC1	Up	1.2519478000689523	C1_Fibroblasts_RORA	GSE159812	2296
PDE7B	Up	1.1064012515466477	C1_Fibroblasts_RORA	GSE159812	27115
RBM47	Down	-1.3557853192132463	C1_Fibroblasts_RORA	GSE159812	54502
ND3	Down	-1.8494971273126417	C1_Fibroblasts_RORA	GSE159812	4537
LARGE1	Down	-1.0887687356962572	C1_Fibroblasts_RORA	GSE159812	9215
RAPGEF6	Down	-1.5630665176417482	C1_Fibroblasts_RORA	GSE159812	51735
NAMPT	Up	1.2779675531649184	C1_Fibroblasts_RORA	GSE159812	10135
ATP6	Down	-1.869995293606564	C1_Fibroblasts_RORA	GSE159812	4508
STEAP4	Up	1.5446715280794758	C1_Fibroblasts_RORA	GSE159812	79689
IGFBP5	Up	1.7509431435472778	C1_Fibroblasts_RORA	GSE159812	3488
PTGES3	Down	-1.57946173771324	C1_Fibroblasts_RORA	GSE159812	10728
EEF1A1	Up	1.4346934770424729	C1_Fibroblasts_RORA	GSE159812	1915
CYB	Down	-1.6027710407222626	C1_Fibroblasts_RORA	GSE159812	NA
ND1	Down	-1.3375540868236016	C1_Fibroblasts_RORA	GSE159812	4535
ND5	Down	-1.4237317259417033	C1_Fibroblasts_RORA	GSE159812	4540
CYP1B1	Up	1.3410392928050965	C1_Fibroblasts_RORA	GSE159812	1545
FTL	Up	1.3776619674736703	C1_Fibroblasts_RORA	GSE159812	2512
LINC01358	Down	-1.1283561377835347	C1_Fibroblasts_RORA	GSE159812	101926925
COL1A2	Up	1.0291252828885225	C1_Fibroblasts_RORA	GSE159812	1278
COL11A1	Up	1.1622682401191131	C1_Fibroblasts_RORA	GSE159812	1301
C8orf34	Up	1.3057161310024008	C1_Fibroblasts_RORA	GSE159812	116328
PLPP3	Up	1.3119945239227442	C1_Fibroblasts_RORA	GSE159812	8613
ADAM12	Up	1.300227089786745	C1_Fibroblasts_RORA	GSE159812	8038
IFITM3	Up	1.264038892957433	C1_Fibroblasts_RORA	GSE159812	10410
MTRNR2L12	Down	-1.0419790640760054	C1_Fibroblasts_RORA	GSE159812	100463498
OGN	Up	1.2633014910482872	C1_Fibroblasts_RORA	GSE159812	4969
IGFBP4	Up	1.0668764659573473	C1_Fibroblasts_RORA	GSE159812	3487
HPD	Down	-1.0378101154694948	C1_Fibroblasts_RORA	GSE159812	3242
SERPING1	Up	1.1531607631545402	C1_Fibroblasts_RORA	GSE159812	710
SLC47A1	Up	1.0444537561129843	C1_Fibroblasts_RORA	GSE159812	55244
CO2	Down	-1.0570530813310546	C1_Fibroblasts_RORA	GSE159812	NA
LINC00632	Down	-1.0896029659506208	C1_Fibroblasts_RORA	GSE159812	286411
ADCY9	Down	-1.0610930526182976	C1_Fibroblasts_RORA	GSE159812	115
OSMR	Up	1.0193676374104932	C1_Fibroblasts_RORA	GSE159812	9180
RANGAP1	Down	-1.0797769043100791	C1_Fibroblasts_RORA	GSE159812	5905
RPS8	Up	1.113944302546663	C1_Fibroblasts_RORA	GSE159812	6202
TMEM72-AS1	Down	-1.1474993002385905	C1_Fibroblasts_RORA	GSE159812	220980
RPLP1	Up	1.116700216501972	C1_Fibroblasts_RORA	GSE159812	6176
VIM	Up	1.0202750282931734	C1_Fibroblasts_RORA	GSE159812	7431
NRG1	Up	1.2372799760464817	C1_Fibroblasts_RORA	GSE159812	3084
MGP	Up	1.2632965602732502	C1_Fibroblasts_RORA	GSE159812	4256
SFRP2	Up	1.091376364316203	C1_Fibroblasts_RORA	GSE159812	6423
HSPB1	Down	-1.1840483349249808	C1_Fibroblasts_RORA	GSE159812	3315
CO1	Down	-1.0488798478807206	C1_Fibroblasts_RORA	GSE159812	NA
PLXNA4	Up	1.0134324188679382	C1_Fibroblasts_RORA	GSE159812	91584
RPL34	Up	1.103940762608165	C1_Fibroblasts_RORA	GSE159812	6164
ATP8	Down	-1.185058158121553	C1_Fibroblasts_RORA	GSE159812	4509
HSPD1	Down	-1.2140144783145377	C1_Fibroblasts_RORA	GSE159812	3329
HTR2C	Down	-1.0182729500890098	C1_Fibroblasts_RORA	GSE159812	3358
ZNF804B	Up	1.5704843866709786	C1_Fibroblasts_RORA	GSE159812	219578
LINC00276	Down	-1.0541447539594382	C1_Fibroblasts_RORA	GSE159812	100499171
APOD	Up	1.167681796697926	C1_Fibroblasts_RORA	GSE159812	347
TMEM72-AS1	Down	-1.315949513533072	C6_L2|3 excitatory neuron_DGKB	GSE159812	220980
TRPM3	Down	-1.1336650553672705	C6_L2|3 excitatory neuron_DGKB	GSE159812	80036
NWD1	Down	-1.128968125682719	C6_L2|3 excitatory neuron_DGKB	GSE159812	284434
OTX2-AS1	Down	-1.174370967601408	C6_L2|3 excitatory neuron_DGKB	GSE159812	100309464
CLIC6	Down	-1.0011750710743623	C6_L2|3 excitatory neuron_DGKB	GSE159812	54102
AC015987.1	Down	-1.0130145907091253	C6_L2|3 excitatory neuron_DGKB	GSE159812	NA
LINC00598	Down	-1.0726403505644588	C6_L2|3 excitatory neuron_DGKB	GSE159812	646982
SLC4A5	Down	-1.0029339831599944	C6_L2|3 excitatory neuron_DGKB	GSE159812	57835
LINC00276	Down	-1.0988233497767763	C6_L2|3 excitatory neuron_DGKB	GSE159812	100499171
C2orf92	Down	-1.1272708335837778	C6_L2|3 excitatory neuron_DGKB	GSE159812	728537
FSTL5	Up	1.1988276903047577	C6_L2|3 excitatory neuron_DGKB	GSE159812	56884
ZNF385D	Up	1.03158682608868	C6_L2|3 excitatory neuron_DGKB	GSE159812	79750
NWD1	Down	-1.7898431252347538	C8_SV2C interneuron_ADARB2	GSE159812	284434
TRPV4	Down	-1.375282513163363	C8_SV2C interneuron_ADARB2	GSE159812	59341
LINC00486	Down	-1.2319450210341143	C8_SV2C interneuron_ADARB2	GSE159812	285045
ROR2	Down	-1.1391511195258464	C8_SV2C interneuron_ADARB2	GSE159812	4920
OTX2-AS1	Down	-1.411208461050462	C8_SV2C interneuron_ADARB2	GSE159812	100309464
CA12	Down	-1.2302967197141046	C8_SV2C interneuron_ADARB2	GSE159812	771
SLC26A3	Down	-1.103907417760292	C8_SV2C interneuron_ADARB2	GSE159812	1811
HTR2C	Down	-1.5830509135932291	C8_SV2C interneuron_ADARB2	GSE159812	3358
MSI2	Down	-1.0327494446155876	C8_SV2C interneuron_ADARB2	GSE159812	124540
RBM47	Down	-1.495460395455957	C8_SV2C interneuron_ADARB2	GSE159812	54502
CLIC6	Down	-1.152489087990678	C8_SV2C interneuron_ADARB2	GSE159812	54102
TRPM3	Down	-1.0433516007841344	C8_SV2C interneuron_ADARB2	GSE159812	80036
UNC13C	Up	1.0609552416570445	C8_SV2C interneuron_ADARB2	GSE159812	440279
MYOF	Down	-1.0831141896132448	C8_SV2C interneuron_ADARB2	GSE159812	26509
NEAT1	Down	-1.0903653696973414	C8_SV2C interneuron_ADARB2	GSE159812	283131
TPD52L1	Down	-1.290567686591321	C8_SV2C interneuron_ADARB2	GSE159812	7164
ZNF385D	Up	1.2436154198191305	C8_SV2C interneuron_ADARB2	GSE159812	79750
TMEM72-AS1	Down	-1.0511727876390693	C8_SV2C interneuron_ADARB2	GSE159812	220980
NXN	Down	-1.3083503853086214	C8_SV2C interneuron_ADARB2	GSE159812	64359
AC060765.2	Down	-2.320337133785313	C16_Glial_Microglia_APBB1IP	GSE159812	NA
SLC26A3	Down	-2.1249763310543495	C16_Glial_Microglia_APBB1IP	GSE159812	1811
RAPGEF6	Down	-2.1783258131469556	C16_Glial_Microglia_APBB1IP	GSE159812	51735
LINC00486	Down	-1.3608230345887051	C16_Glial_Microglia_APBB1IP	GSE159812	285045
RASGEF1B	Down	-1.274700579933727	C16_Glial_Microglia_APBB1IP	GSE159812	153020
GREM1	Down	-1.975508542943634	C16_Glial_Microglia_APBB1IP	GSE159812	26585
AL591368.1	Down	-1.6444899444323156	C16_Glial_Microglia_APBB1IP	GSE159812	NA
TNNI3K	Down	-1.5737068927300288	C16_Glial_Microglia_APBB1IP	GSE159812	51086
LINC01609	Down	-1.4473379488699898	C16_Glial_Microglia_APBB1IP	GSE159812	101927487
AC105402.3	Down	-2.0483652461259316	C16_Glial_Microglia_APBB1IP	GSE159812	NA
LINC01358	Down	-1.588462361764991	C16_Glial_Microglia_APBB1IP	GSE159812	101926925
PTGDS	Up	1.16702997244817	C16_Glial_Microglia_APBB1IP	GSE159812	5730
AP006565.1	Down	-1.0790707381695808	C16_Glial_Microglia_APBB1IP	GSE159812	NA
AC114763.1	Down	-1.2003292748465335	C16_Glial_Microglia_APBB1IP	GSE159812	NA
DNAJB1	Down	-1.3745753226598942	C16_Glial_Microglia_APBB1IP	GSE159812	3337
BCAS1	Up	2.3174729781540493	C16_Glial_Microglia_APBB1IP	GSE159812	8537
PCDH7	Up	1.026088073274538	C16_Glial_Microglia_APBB1IP	GSE159812	5099
PPP2R2B	Up	2.3080991515127978	C16_Glial_Microglia_APBB1IP	GSE159812	5521
MDGA2	Up	1.273601737628571	C16_Glial_Microglia_APBB1IP	GSE159812	161357
LINC01170	Up	1.4093147788560834	C16_Glial_Microglia_APBB1IP	GSE159812	103724389
GRIK2	Up	1.5167711682427736	C16_Glial_Microglia_APBB1IP	GSE159812	2898
PLCB1	Up	1.5155152462960442	C16_Glial_Microglia_APBB1IP	GSE159812	23236
LHFPL3	Up	1.302764728056201	C16_Glial_Microglia_APBB1IP	GSE159812	375612
EPB41L2	Up	1.260873225186145	C16_Glial_Microglia_APBB1IP	GSE159812	2037
SIRT2	Up	1.1115301681166103	C16_Glial_Microglia_APBB1IP	GSE159812	22933
FYN	Up	1.7992505949257571	C16_Glial_Microglia_APBB1IP	GSE159812	2534
LUZP2	Up	1.2738982320394254	C16_Glial_Microglia_APBB1IP	GSE159812	338645
TMEM163	Up	1.078689027927914	C16_Glial_Microglia_APBB1IP	GSE159812	81615
COL11A1	Up	1.315058900973863	C16_Glial_Microglia_APBB1IP	GSE159812	1301
ND4L	Down	-1.196051519050128	C16_Glial_Microglia_APBB1IP	GSE159812	4539
BMPER	Up	1.6661130725012778	C16_Glial_Microglia_APBB1IP	GSE159812	168667
ERBB4	Up	1.0254049456556116	C16_Glial_Microglia_APBB1IP	GSE159812	2066
CADM2	Up	1.1551062844446234	C16_Glial_Microglia_APBB1IP	GSE159812	253559
TNR	Up	1.2853220099806144	C16_Glial_Microglia_APBB1IP	GSE159812	7143
PLPPR1	Up	1.0576907544395264	C16_Glial_Microglia_APBB1IP	GSE159812	54886
TRPV4	Down	-1.1005287275466291	C10_PV interneuron_ZNF804A	GSE159812	59341
NWD1	Down	-1.543348461984196	C10_PV interneuron_ZNF804A	GSE159812	284434
RBM47	Down	-1.3897959911730475	C10_PV interneuron_ZNF804A	GSE159812	54502
ROR2	Down	-1.0031823175625962	C10_PV interneuron_ZNF804A	GSE159812	4920
CLIC6	Down	-1.1602590080691135	C10_PV interneuron_ZNF804A	GSE159812	54102
OTX2-AS1	Down	-1.3635880129748237	C10_PV interneuron_ZNF804A	GSE159812	100309464
HTR2C	Down	-1.5720387344606417	C10_PV interneuron_ZNF804A	GSE159812	3358
PIP5K1B	Down	-1.1583303775188187	C10_PV interneuron_ZNF804A	GSE159812	8395
DNAH11	Down	-1.0574007014263114	C10_PV interneuron_ZNF804A	GSE159812	8701
SLC26A3	Down	-1.1846572625271783	C10_PV interneuron_ZNF804A	GSE159812	1811
PCAT1	Down	-1.0770651773018882	C10_PV interneuron_ZNF804A	GSE159812	100750225
TRPM3	Down	-1.120327865307272	C10_PV interneuron_ZNF804A	GSE159812	80036
PLD5	Down	-1.0934043801147355	C10_PV interneuron_ZNF804A	GSE159812	200150
TMEM72-AS1	Down	-1.048347517645002	C10_PV interneuron_ZNF804A	GSE159812	220980
SYNE2	Down	-1.1125544261563127	C10_PV interneuron_ZNF804A	GSE159812	23224
AC008014.1	Up	1.160092342847943	C10_PV interneuron_ZNF804A	GSE159812	NA
LINC00276	Down	-1.128495052554169	C10_PV interneuron_ZNF804A	GSE159812	100499171
ATP6	Down	-1.1478991006439383	C12_SST interneuron_GRIK1	GSE159812	4508
ND2	Down	-1.052654042993558	C12_SST interneuron_GRIK1	GSE159812	4536
ND3	Down	-1.3517327818526623	C12_SST interneuron_GRIK1	GSE159812	4537
ND1	Down	-1.1299459713164528	C12_SST interneuron_GRIK1	GSE159812	4535
CYB	Down	-1.1290846324161143	C12_SST interneuron_GRIK1	GSE159812	NA
FP236383.3	Down	-1.3727546323842903	C3_Epithelial_Neuroendocrine_SYT1	GSE159812	NA
ND5	Down	-1.435124392365132	C3_Epithelial_Neuroendocrine_SYT1	GSE159812	4540
PVT1	Down	-1.4112617527036666	C3_Epithelial_Neuroendocrine_SYT1	GSE159812	5820
MALAT1	Up	1.034690661664496	C3_Epithelial_Neuroendocrine_SYT1	GSE159812	378938
ND4L	Down	-1.0916246125311524	C3_Epithelial_Neuroendocrine_SYT1	GSE159812	4539
CSMD1	Up	1.0452404577654395	C3_Epithelial_Neuroendocrine_SYT1	GSE159812	64478
EEF1A1	Up	1.555158426324426	C2_Epithelial_Airway_CP	GSE159812	1915
CA2	Up	1.2585569670923389	C2_Epithelial_Airway_CP	GSE159812	760
PEBP1	Up	1.1943712219963731	C2_Epithelial_Airway_CP	GSE159812	5037
SERF2	Up	1.4336895342681035	C2_Epithelial_Airway_CP	GSE159812	10169
RPLP1	Up	1.1426310345630306	C2_Epithelial_Airway_CP	GSE159812	6176
TTR	Up	1.168120643506919	C2_Epithelial_Airway_CP	GSE159812	7276
LARGE1	Down	-1.0488449363931815	C2_Epithelial_Airway_CP	GSE159812	9215
SOD2	Up	1.0300657453827473	C2_Epithelial_Airway_CP	GSE159812	6648
SERPINA3	Up	1.575845453481918	C2_Epithelial_Airway_CP	GSE159812	12
CLU	Up	1.0392832009149375	C2_Epithelial_Airway_CP	GSE159812	1191
AC105402.3	Down	-1.276379275148411	C2_Epithelial_Airway_CP	GSE159812	NA
DIRC3	Down	-1.0073890316433458	C2_Epithelial_Airway_CP	GSE159812	729582
DNAJB1	Down	-1.0191845061104603	C2_Epithelial_Airway_CP	GSE159812	3337
LINGO1	Up	1.0114929735822376	C2_Epithelial_Airway_CP	GSE159812	84894
HSPH1	Down	-3.5025254734614637	C4_Vascular endothelial_FLT1	GSE159812	10808
HSPD1	Down	-3.0648673623087337	C4_Vascular endothelial_FLT1	GSE159812	3329
LINC00486	Down	-1.4091294666396714	C4_Vascular endothelial_FLT1	GSE159812	285045
STIP1	Down	-2.073216893855082	C4_Vascular endothelial_FLT1	GSE159812	10963
HSP90AA1	Down	-2.6430023825716362	C4_Vascular endothelial_FLT1	GSE159812	3320
ND3	Down	-1.7818577295027267	C4_Vascular endothelial_FLT1	GSE159812	4537
CO2	Down	-1.0946949892043696	C4_Vascular endothelial_FLT1	GSE159812	NA
SLC2A1	Up	1.125788122385549	C4_Vascular endothelial_FLT1	GSE159812	6513
HSPB1	Down	-1.6990215404303517	C4_Vascular endothelial_FLT1	GSE159812	3315
ID1	Up	1.5723350383560282	C4_Vascular endothelial_FLT1	GSE159812	3397
DNAJB1	Down	-1.8383513738137929	C4_Vascular endothelial_FLT1	GSE159812	3337
PTGES3	Down	-2.8591889002969206	C4_Vascular endothelial_FLT1	GSE159812	10728
ATP6	Down	-1.432906879365675	C4_Vascular endothelial_FLT1	GSE159812	4508
PTPRB	Up	1.0965268767970522	C4_Vascular endothelial_FLT1	GSE159812	5787
ABCG2	Up	1.3438457161634616	C4_Vascular endothelial_FLT1	GSE159812	9429
LEF1	Up	1.5812167715353338	C4_Vascular endothelial_FLT1	GSE159812	51176
LRP8	Up	1.5445853261559752	C4_Vascular endothelial_FLT1	GSE159812	7804
ND2	Down	-1.6487294589069927	C4_Vascular endothelial_FLT1	GSE159812	4536
ND4	Down	-1.4118837232898418	C4_Vascular endothelial_FLT1	GSE159812	4538
NOSTRIN	Up	1.3478129270431354	C4_Vascular endothelial_FLT1	GSE159812	115677
SLCO2B1	Up	1.1269461087918438	C4_Vascular endothelial_FLT1	GSE159812	11309
KCNIP4	Up	1.7834206663868446	C4_Vascular endothelial_FLT1	GSE159812	80333
SLC39A10	Up	1.231061568997863	C4_Vascular endothelial_FLT1	GSE159812	57181
MEF2C	Up	1.0324834498675095	C4_Vascular endothelial_FLT1	GSE159812	4208
NEBL	Up	1.017337602458014	C4_Vascular endothelial_FLT1	GSE159812	10529
THSD4	Up	1.0833208128353644	C4_Vascular endothelial_FLT1	GSE159812	79875
KLHL5	Up	1.1287874242011526	C4_Vascular endothelial_FLT1	GSE159812	51088
LRRTM4	Up	1.659772008481912	C4_Vascular endothelial_FLT1	GSE159812	80059
LUC7L2	Up	1.1346423625361397	C4_Vascular endothelial_FLT1	GSE159812	51631
NLK	Up	1.19773522315262	C4_Vascular endothelial_FLT1	GSE159812	51701
PRICKLE2	Up	1.170248234597656	C4_Vascular endothelial_FLT1	GSE159812	166336
ATP10A	Up	1.1707087164990293	C4_Vascular endothelial_FLT1	GSE159812	57194
BAG3	Down	-1.7970665923490523	C4_Vascular endothelial_FLT1	GSE159812	9531
CNOT6L	Up	1.0495973669826977	C4_Vascular endothelial_FLT1	GSE159812	246175
APOLD1	Up	1.2765555469971996	C4_Vascular endothelial_FLT1	GSE159812	81575
ZNF385B	Up	1.1921071076362246	C4_Vascular endothelial_FLT1	GSE159812	151126
